PCIS Permit #,Permit Sub-Type,Issue Date,Valuation,Floor Area-L.A. Zoning Code Definition,# of Residential Dwelling Units,# of Stories,Zone,Floor Area-L.A. Building Code Definition,Council District,Latitude/Longitude
15010-20000-03573,1 or 2 Family Dwelling,11/24/2015,"$14,000.00 ",200,0,1,RE11-1-RFA-RIO,200,2,"(34.14313, -118.38444)"
13014-10000-03143,1 or 2 Family Dwelling,8/7/2013,"$6,000.00 ",1188,,0,R1-1-HPOZ,368,10,"(34.02111, -118.3178)"
13010-30000-00092,Apartment,5/21/2014,"$3,000,000.00 ",11008,5,4,RD1.5-1-O,18613,5,"(34.05575, -118.39821)"
14010-30000-01245,1 or 2 Family Dwelling,8/14/2014,"$1,500,000.00 ",11843,1,2,RE11-1,12530,11,"(34.03169, -118.52255)"
13010-20000-01769,1 or 2 Family Dwelling,7/11/2013,"$600,000.00 ",5701,1,2,(T)R1-1,6205,2,"(34.21488, -118.41617)"
13014-20000-02799,1 or 2 Family Dwelling,9/5/2013,"$480,000.00 ",2924,,2,R1-1,2924,11,"(34.00737, -118.4406)"
10010-20000-02698,1 or 2 Family Dwelling,8/21/2013,"$380,000.00 ",3056,1,2,R1-1,3542,4,"(34.12139, -118.34853)"
15014-20000-01225,1 or 2 Family Dwelling,9/24/2015,"$120,000.00 ",3610,0,1,RE9-1,120,4,"(34.15381, -118.3508)"
15014-30000-00403,1 or 2 Family Dwelling,3/25/2015,"$118,000.00 ",3043,0,2,R1-1,608,11,"(33.95537, -118.42172)"
13014-20000-03507,1 or 2 Family Dwelling,10/15/2014,"$130,000.00 ",1500,,0,R1-1,1400,3,"(34.20486, -118.53901)"
15010-20000-01205,1 or 2 Family Dwelling,4/10/2015,"$50,000.00 ",414,,1,R1-1-RFA,414,7,"(34.26184, -118.29778)"
12014-20000-04132,1 or 2 Family Dwelling,3/15/2013,"$175,000.00 ",1542,0,0,R1-1,1542,5,"(34.14852, -118.46623)"
14014-20000-01014,1 or 2 Family Dwelling,4/3/2014,"$8,000.00 ",523.6,,0,R1-1,523.6,6,"(34.204, -118.51671)"
12014-20000-02622,1 or 2 Family Dwelling,6/20/2013,"$55,000.00 ",216,,1,R1-1-HPOZ,216,6,"(34.18985, -118.45256)"
14010-20000-00650,1 or 2 Family Dwelling,3/1/2016,"$177,363.00 ",1308,1,3,RD1.5-1,1640,2,
12014-10000-04108,Commercial,5/10/2013,"$200,000.00 ",0,,0,C2-1L-O,208042,5,"(34.05949, -118.42045)"
13014-20000-05017,1 or 2 Family Dwelling,12/23/2013,"$5,000.00 ",0,,1,RD1.5-1,0,10,"(34.0276, -118.36294)"
14010-20000-04005,1 or 2 Family Dwelling,2/10/2016,"$500,000.00 ",2498,1,3,R2-1VL,2898,13,"(34.08464, -118.27564)"
15014-20000-05907,1 or 2 Family Dwelling,12/23/2015,"$15,000.00 ",96,,1,RE11-1,96,12,"(34.21779, -118.64479)"
15010-30000-04115,1 or 2 Family Dwelling,1/5/2016,"$135,000.00 ",480,0,2,R1-1-O,400,5,"(34.04298, -118.42571)"
15014-30000-01867,1 or 2 Family Dwelling,7/2/2015,"$200,000.00 ",3269.6,0,2,R1-1,1417.6,4,"(34.10275, -118.35751)"
15010-20000-03938,1 or 2 Family Dwelling,12/30/2015,"$826,000.00 ",5867,1,2,R1-1,6267,5,"(34.16274, -118.47626)"
13014-20000-02197,1 or 2 Family Dwelling,7/11/2013,"$5,000.00 ",1542,,0,R1-1,244,6,"(34.21128, -118.36449)"
11010-10000-01574,Apartment,3/17/2016,"$10,300,000.00 ",77182,48,4,R3-2,109889,7,"(34.25131, -118.28719)"
16014-10000-00557,1 or 2 Family Dwelling,2/29/2016,"$30,000.00 ",114,,0,R1-1,129,1,"(34.10068, -118.21886)"
15010-10000-02055,1 or 2 Family Dwelling,10/21/2015,"$65,000.00 ",494,,1,R1-1-RIO,879,13,"(34.12176, -118.26725)"
13010-20000-02815,1 or 2 Family Dwelling,9/13/2013,"$22,725.00 ",196,,1,R1-1,196,10,"(34.02219, -118.36668)"
13014-20000-02941,1 or 2 Family Dwelling,5/23/2014,"$139,100.00 ",2200,0,2,R2-1,1378,3,"(34.16084, -118.60558)"
16014-20000-00403,1 or 2 Family Dwelling,2/2/2016,"$40,000.00 ",329,,0,R1-1,329,6,"(34.24448, -118.42597)"
14014-20000-04842,1 or 2 Family Dwelling,2/24/2015,"$75,000.00 ",3428,0,2,R1-1,870,4,"(34.14473, -118.431)"
15014-30000-04022,1 or 2 Family Dwelling,3/10/2016,"$500,000.00 ",2583,0,1,RE15-1,468,5,"(34.09883, -118.44452)"
14016-70000-22908,1 or 2 Family Dwelling,12/23/2014,"$65,000.00 ",1034.65,0,1,R1-1-O,173,8,"(34.02094, -118.31133)"
15016-10000-28260,Commercial,4/6/2016,"$2,300,000.00 ",1260460,,3,C2-1L-O,350,5,"(34.05949, -118.42045)"
14014-10000-00093,1 or 2 Family Dwelling,4/4/2014,"$150,000.00 ",741,,2,R1-1,741,14,"(34.1423, -118.21822)"
15016-20000-20788,1 or 2 Family Dwelling,11/23/2015,"$125,000.00 ",264,,0,RE15-1-H,264,4,"(34.11782, -118.36953)"
15014-20000-01232,1 or 2 Family Dwelling,7/9/2015,"$160,000.00 ",1003.4,,1,RE15-1-H,687.1,5,"(34.09826, -118.45863)"
15014-30000-01415,1 or 2 Family Dwelling,4/8/2015,"$30,000.00 ",91,0,1,RE9-1,91,5,"(34.16122, -118.48125)"
15010-20000-03593,Commercial,1/5/2016,"$8,000.00 ",280,,1,C2-1VL,280,4,"(34.1765, -118.44836)"
13010-10000-03201,Commercial,5/13/2014,"$627,202.00 ",4955,,1,[Q]C2-1,4955,9,"(33.97198, -118.27416)"
13010-10000-02714,1 or 2 Family Dwelling,6/13/2014,"$4,000,000.00 ",17841,1,2,RE40-1-H,24810,5,"(34.10592, -118.42158)"
14014-30000-05402,1 or 2 Family Dwelling,2/18/2015,"$42,000.00 ",4186,0,2,RE15-1-H,223,4,"(34.11206, -118.36902)"
05010-20000-03379,Apartment,9/6/2013,"$3,257,321.00 ",19269,11,3,RD2-1,29920,7,"(34.25442, -118.29306)"
13014-70000-01426,1 or 2 Family Dwelling,4/22/2013,"$8,000.00 ",59,0,1,[Q]C2-1VL,59,8,"(33.95571, -118.30062)"
15010-20000-04371,1 or 2 Family Dwelling,3/4/2016,"$22,000.00 ",0,0,1,R1-1,400,4,"(34.07989, -118.32073)"
13014-20000-02446,1 or 2 Family Dwelling,7/11/2013,"$10,000.00 ",55,,0,R1-1-HPOZ,55,4,"(34.07571, -118.32468)"
15014-20001-01568,1 or 2 Family Dwelling,2/17/2016,"$8,080.00 ",80,,0,R1-1-RIO,80,4,"(34.14762, -118.34827)"
15010-20000-04630,1 or 2 Family Dwelling,4/5/2016,"$275,000.00 ",3089,1,2,R1-1-RIO,3530,13,"(34.1194, -118.26386)"
14010-10000-01935,1 or 2 Family Dwelling,5/12/2015,"$168,335.00 ",1503,1,3,RD2-1VL,1906,13,"(34.09492, -118.25937)"
13010-10000-01420,1 or 2 Family Dwelling,6/17/2014,"$336,344.00 ",3011,1,3,R1-1,3411,1,"(34.09902, -118.22521)"
15014-20000-05727,1 or 2 Family Dwelling,3/4/2016,"$180,000.00 ",519,,1,RA-1-K,519,7,"(34.31799, -118.46719)"
15010-20000-03881,1 or 2 Family Dwelling,3/24/2016,"$177,078.00 ",1504,1,3,RD1.5-1,1856,6,
15014-20000-04935,1 or 2 Family Dwelling,1/26/2016,"$160,800.00 ",1597,0,2,R1-1,1597,2,"(34.16332, -118.4062)"
13014-20000-01773,1 or 2 Family Dwelling,5/15/2013,"$25,000.00 ",225,,0,R1-1,225,11,"(33.96388, -118.3783)"
14010-20000-02537,Commercial,8/19/2015,"$22,945,000.00 ",125271,152,7,C4-2,221627,1,"(34.06059, -118.28114)"
13010-10000-03888,1 or 2 Family Dwelling,5/14/2015,"$264,017.00 ",2774,1,3,R2-1,2698,15,"(33.83607, -118.2994)"
15014-30000-05632,1 or 2 Family Dwelling,4/12/2016,"$620,000.00 ",4331,0,2,RE11-1,3169,11,"(34.04453, -118.48408)"
15014-20000-01844,1 or 2 Family Dwelling,6/15/2015,"$29,000.00 ",412,,1,R1-1,403.85,2,"(34.21177, -118.3532)"
14014-10000-04179,1 or 2 Family Dwelling,1/28/2015,"$160,000.00 ",1745,0,2,R1-1-HPOZ,1745,4,"(34.07565, -118.32049)"
14014-10000-01509,1 or 2 Family Dwelling,6/3/2014,"$12,000.00 ",1051,,1,[Q]R1-1D,96,14,"(34.09836, -118.16959)"
13014-20000-01652,1 or 2 Family Dwelling,5/2/2013,"$10,000.00 ",90,,0,R1-1-RFA,90,2,"(34.26628, -118.30953)"
14010-10000-01780,1 or 2 Family Dwelling,10/7/2015,"$161,341.00 ",1421,1,3,[Q]R3-1,1745,4,
12010-30000-02610,Apartment,11/13/2014,"$2,200,000.00 ",15190,8,4,[Q]R3-1VL-O,21702,5,"(34.05225, -118.39518)"
15014-70000-02215,1 or 2 Family Dwelling,12/29/2015,"$41,000.00 ",242,,2,R1-1-O,242,5,"(34.05777, -118.42706)"
14010-10000-04114,1 or 2 Family Dwelling,11/3/2015,"$442,380.00 ",4086,1,2,R1-1,4718,4,"(34.0812, -118.32586)"
15014-30000-01303,1 or 2 Family Dwelling,6/3/2015,"$38,000.00 ",1585.7,,0,R2-1,492,11,"(33.99421, -118.44911)"
15014-70000-04389,1 or 2 Family Dwelling,11/3/2015,"$8,000.00 ",1812,0,0,R2-1,504,9,"(33.98528, -118.26709)"
13014-70000-01339,1 or 2 Family Dwelling,4/23/2013,"$10,000.00 ",0,,1,R1-1,324,9,"(33.95121, -118.26617)"
13014-10000-04561,1 or 2 Family Dwelling,11/13/2013,"$85,000.00 ",2148,0,1,R1-1,700,2,"(34.18315, -118.42996)"
14014-30000-03916,1 or 2 Family Dwelling,9/12/2014,"$17,000.00 ",1922,,0,RS-1,170,12,"(34.2503, -118.48284)"
12010-10000-02071,1 or 2 Family Dwelling,3/19/2013,"$45,000.00 ",645,,1,R2-1-O,1393,10,"(34.05371, -118.33612)"
08010-10000-00187,Apartment,7/23/2013,"$3,749,831.00 ",29292,22,3,[Q]R3-1,39457,6,
14014-30000-01642,1 or 2 Family Dwelling,8/8/2014,"$186,000.00 ",2967,,2,R1-1-O,1360,5,"(34.04988, -118.42405)"
15010-20000-04530,1 or 2 Family Dwelling,1/13/2016,"$5,200.00 ",,,1,R1-1-O,324,7,
16014-20000-01193,1 or 2 Family Dwelling,3/29/2016,"$45,000.00 ",335,,0,R1-1-RIO,335,3,"(34.19595, -118.60271)"
15014-30000-05191,1 or 2 Family Dwelling,2/17/2016,"$545,500.00 ",7712.34,0,2,RA-1,1607.07,11,"(34.06229, -118.47957)"
13014-70000-00514,1 or 2 Family Dwelling,2/19/2013,"$4,200.00 ",41,,0,R2-1,41,8,"(33.99891, -118.31228)"
14014-20000-04928,1 or 2 Family Dwelling,3/5/2015,"$44,000.00 ",340,,0,R1-1-O-RFA,340,5,"(34.06738, -118.3621)"
14014-10000-02178,1 or 2 Family Dwelling,2/13/2015,"$250,000.00 ",8472,0,2,RE11-1-HPOZ,1369,4,"(34.07191, -118.33356)"
15010-30000-01745,1 or 2 Family Dwelling,2/29/2016,"$448,000.00 ",5093,1,3,R1-1,5342,11,"(34.03485, -118.52694)"
13014-20000-04972,1 or 2 Family Dwelling,12/11/2013,"$63,000.00 ",632,,1,R1-1,632,2,"(34.1602, -118.39725)"
13014-20000-04835,1 or 2 Family Dwelling,1/30/2014,"$57,000.00 ",655.5,0,2,R1-1,655.5,12,"(34.23014, -118.53034)"
15014-10000-02123,1 or 2 Family Dwelling,11/24/2015,"$150,000.00 ",3247.9,0,2,R1-1VL,751.9,13,"(34.09022, -118.26466)"
14010-10000-03827,1 or 2 Family Dwelling,9/17/2015,"$140,827.00 ",1207,1,2,RD2-1VL,1551,13,"(34.08207, -118.25923)"
16010-20000-00568,1 or 2 Family Dwelling,4/5/2016,"$476,000.00 ",4746,1,2,R1-1,5146,4,"(34.14485, -118.4281)"
15014-20000-02701,1 or 2 Family Dwelling,8/18/2015,"$378,000.00 ",3323,,2,R1-1,4099,11,"(33.95645, -118.42288)"
15014-20000-05246,1 or 2 Family Dwelling,3/14/2016,"$78,000.00 ",572,,2,R1-1-O,572,11,"(33.98462, -118.46205)"
15010-10002-00375,Commercial,3/3/2016,"$27,000.00 ",0,,0,C2-4D,294,14,"(34.04537, -118.2581)"
15014-20000-05004,1 or 2 Family Dwelling,11/3/2015,"$12,500.00 ",123.5,0,1,R1-1,123.5,3,"(34.17139, -118.62423)"
15014-30000-05941,1 or 2 Family Dwelling,1/7/2016,"$50,000.00 ",2134,0,1,R1-1-O,330,11,"(34.06396, -118.45959)"
15014-20000-01045,1 or 2 Family Dwelling,5/26/2015,"$103,000.00 ",2006,0,2,R1-1,876,4,"(34.17716, -118.45946)"
14014-10000-01854,1 or 2 Family Dwelling,4/20/2015,"$85,000.00 ",4116,0,0,RE15-1-H,-87,5,"(34.13509, -118.47723)"
14014-20000-02838,1 or 2 Family Dwelling,5/13/2015,"$350,000.00 ",878,,1,RE15-1-H,878,4,"(34.1103, -118.4022)"
13014-20000-01035,1 or 2 Family Dwelling,6/12/2013,"$70,000.00 ",498,0,2,RE15-1-H,498,11,"(34.10271, -118.50292)"
14010-20000-02440,1 or 2 Family Dwelling,11/30/2015,"$184,000.00 ",1644,1,2,(T)(Q)RD3-1,2018,2,"(34.20861, -118.39762)"
14014-20000-01280,1 or 2 Family Dwelling,4/2/2014,"$48,480.00 ",480,,1,R1-1,480,3,"(34.20392, -118.58866)"
12010-10000-01694,Apartment,1/30/2014,"$32,905,476.00 ",274196,240,7,[Q]C2-4D-O,430652.7,14,"(34.04956, -118.24249)"
13014-20000-02764,1 or 2 Family Dwelling,4/18/2014,"$20,000.00 ",289,,1,RE40-1-K,289,7,"(34.25427, -118.34123)"
15014-20000-04460,1 or 2 Family Dwelling,9/29/2015,"$15,000.00 ",86,,0,RS-1,86,2,"(34.22728, -118.35902)"
14010-30000-02286,1 or 2 Family Dwelling,9/15/2014,"$95,000.00 ",3168,0,2,R1-1,168,5,"(34.0168, -118.41704)"
14014-30000-04105,1 or 2 Family Dwelling,9/25/2014,"$50,000.00 ",3598,0,1,R1-1,146,5,"(34.06925, -118.45508)"
12010-10000-00597,Commercial,6/26/2014,"$15,300.00 ",600,,1,[Q]OS-1XL,600,13,"(34.09272, -118.26666)"
15010-10000-00305,1 or 2 Family Dwelling,7/27/2015,"$500,000.00 ",3825,2,2,RD2-1,4662,9,"(34.02486, -118.26585)"
14010-20000-01650,Commercial,10/14/2015,"$1,190,000.00 ",10500,,1,MR2-1,10500,12,"(34.23118, -118.55466)"
12014-20004-01596,1 or 2 Family Dwelling,11/30/2015,"$25,000.00 ",7841,0,3,RD1.5-1-O,469,11,"(33.98356, -118.4701)"
15010-20000-00841,1 or 2 Family Dwelling,10/26/2015,"$202,593.00 ",1695,1,3,[T][Q]C2-1,2061,12,"(34.23569, -118.56153)"
15014-30000-04725,1 or 2 Family Dwelling,1/26/2016,"$425,000.00 ",4367,0,2,R1-1,2179,2,"(34.16227, -118.39387)"
13014-20000-02977,1 or 2 Family Dwelling,7/30/2013,"$45,000.00 ",416,0,1,RA-1,416,12,"(34.27598, -118.52367)"
14010-10000-01792,1 or 2 Family Dwelling,10/7/2015,"$174,932.00 ",1562,1,3,[Q]R3-1,1911,4,
16014-30000-00636,1 or 2 Family Dwelling,3/1/2016,"$40,000.00 ",324,,0,R1-1,324,11,"(33.96519, -118.42042)"
14014-10000-03648,Apartment,2/20/2015,"$220,000.00 ",3308,2,2,[Q]R3-1,3333,8,"(33.93111, -118.28624)"
15010-20000-02688,1 or 2 Family Dwelling,3/23/2016,"$239,690.00 ",2196,1,2,(T)(Q)RD3-1-RIO,2648,6,"(34.19365, -118.5109)"
14014-30000-03697,1 or 2 Family Dwelling,4/3/2015,"$309,000.00 ",5569,,3,RE20-1-H,1144,5,"(34.09842, -118.44822)"
15014-20000-05572,1 or 2 Family Dwelling,1/5/2016,"$35,000.00 ",298,,1,R1-1,172,6,"(34.23055, -118.42913)"
14014-10000-05180,1 or 2 Family Dwelling,6/2/2015,"$230,000.00 ",2169,,2,RD1.5-1VL,740,13,"(34.08624, -118.27741)"
15014-20000-05471,1 or 2 Family Dwelling,1/7/2016,"$30,000.00 ",212,,1,R1-1-RFA,212,7,"(34.2617, -118.3095)"
13014-10000-03210,1 or 2 Family Dwelling,8/23/2013,"$72,000.00 ",2490,,0,R1-1,498,2,"(34.18351, -118.39009)"
12014-20000-03768,1 or 2 Family Dwelling,1/15/2013,"$53,000.00 ",297,0,1,R1-1,297,5,"(34.16176, -118.49597)"
15014-20000-05939,1 or 2 Family Dwelling,2/16/2016,"$115,000.00 ",2765,0,1,RE9-1,766,4,"(34.17081, -118.43356)"
13014-20000-00173,1 or 2 Family Dwelling,3/12/2013,"$25,000.00 ",437,0,1,R1-1,210,6,"(34.20827, -118.50581)"
15010-10000-01035,1 or 2 Family Dwelling,10/16/2015,"$400,000.00 ",4145,1,2,R1-1-O,4545,5,"(34.04173, -118.4176)"
15010-20000-02355,1 or 2 Family Dwelling,1/26/2016,"$600,000.00 ",5214,1,2,RA-1,5864,3,"(34.16491, -118.55595)"
15014-20000-05762,1 or 2 Family Dwelling,3/24/2016,"$108,000.00 ",874,0,0,R1-1-RFA-RIO,874,2,"(34.15568, -118.40559)"
14010-10000-03813,1 or 2 Family Dwelling,4/24/2015,"$666,499.00 ",6854,1,2,R1-1-O,7254,5,"(34.04197, -118.40216)"
15010-20000-01942,1 or 2 Family Dwelling,9/3/2015,"$1,800,000.00 ",9459.17,,2,RE40-1-H,5412.47,11,"(34.05052, -118.53179)"
14014-10000-01480,1 or 2 Family Dwelling,6/13/2014,"$80,000.00 ",0,1,2,R3-1VL,0,13,"(34.09076, -118.28129)"
14010-30000-01587,1 or 2 Family Dwelling,11/5/2014,"$20,000.00 ",0,,1,R1-1,362,1,"(34.1126, -118.20935)"
15010-20000-04422,1 or 2 Family Dwelling,2/10/2016,"$500,000.00 ",2886,1,2,R1-1,3323,10,"(34.04103, -118.37056)"
14014-20000-04600,1 or 2 Family Dwelling,11/20/2014,"$16,000.00 ",62,0,0,R1-1-RFA-RIO,62,2,"(34.15299, -118.40504)"
14014-20000-04391,1 or 2 Family Dwelling,10/27/2014,"$25,000.00 ",1633,0,1,RS-1,488,12,"(34.25538, -118.47809)"
15014-20000-05363,1 or 2 Family Dwelling,1/20/2016,"$150,000.00 ",3885,0,0,RE15-1-H,1257,4,"(34.12433, -118.37302)"
15014-30000-04985,1 or 2 Family Dwelling,11/3/2015,"$27,500.00 ",182.1,0,0,R1-1,182.1,10,"(34.01744, -118.32988)"
13014-10000-02281,1 or 2 Family Dwelling,4/2/2014,"$49,868.75 ",2956.75,0,1,RA-1-H,493.75,3,"(34.14954, -118.55835)"
15014-30000-00131,1 or 2 Family Dwelling,10/22/2015,"$280,000.00 ",2408,,2,R1-1VLD,1113,11,"(34.00057, -118.45666)"
15014-10002-00544,1 or 2 Family Dwelling,1/8/2016,"$41,000.00 ",2318,,2,R1-1,1072,11,"(34.00087, -118.41115)"
15014-30000-00713,1 or 2 Family Dwelling,4/24/2015,"$220,000.00 ",3147,,2,R1-1-O,1985,11,"(34.06354, -118.46184)"
14014-30001-04536,1 or 2 Family Dwelling,1/19/2016,"$25,000.00 ",3560,0,1,R1-1-RIO,172,5,"(34.18378, -118.5219)"
13010-20000-03464,1 or 2 Family Dwelling,11/13/2013,"$19,000.00 ",173.2,,1,R1-1-O,173.2,6,"(34.26, -118.4409)"
15014-20000-03361,1 or 2 Family Dwelling,8/13/2015,"$36,000.00 ",1825,0,1,R1-1,360,2,"(34.18395, -118.36716)"
16014-10000-00270,1 or 2 Family Dwelling,2/5/2016,"$80,000.00 ",180,,0,R1-1-HPOZ,180,4,"(34.06435, -118.31569)"
14014-20000-03605,1 or 2 Family Dwelling,12/17/2014,"$120,000.00 ",2666,0,1,R1-1,820,4,"(34.15379, -118.4194)"
14010-20000-00269,1 or 2 Family Dwelling,10/24/2014,"$550,000.00 ",5246,1,2,RE15-1,5636,11,"(34.0687, -118.47612)"
14010-20000-03890,1 or 2 Family Dwelling,4/28/2015,"$241,000.00 ",2069,1,3,R3-1,2384,4,"(34.07908, -118.31588)"
14010-10000-03828,1 or 2 Family Dwelling,9/17/2015,"$140,827.00 ",1207,1,2,RD2-1VL,1551,13,
13016-20000-17073,1 or 2 Family Dwelling,2/19/2014,"$140,000.00 ",434,,0,RE11-1,20,4,"(34.12302, -118.37118)"
14010-10000-01812,1 or 2 Family Dwelling,8/1/2014,"$1,423,978.00 ",6144,1,2,RE20-1-H,11027,5,"(34.10178, -118.4479)"
16014-70000-00734,1 or 2 Family Dwelling,4/6/2016,"$84,000.00 ",1600,,2,RD2-1,800,11,"(33.98536, -118.40672)"
13014-30000-02113,1 or 2 Family Dwelling,8/15/2013,"$120,000.00 ",1630,,2,R1-1,650,11,"(34.04375, -118.52046)"
15014-10000-03029,1 or 2 Family Dwelling,7/14/2015,"$41,000.00 ",1718,,1,R2-1VL-RIO,418,13,"(34.10413, -118.24883)"
13014-20000-03081,1 or 2 Family Dwelling,8/8/2013,"$20,000.00 ",165,0,1,R1-1,165,5,"(34.02136, -118.41371)"
15014-70000-00529,1 or 2 Family Dwelling,4/13/2015,"$8,000.00 ",130,,0,R1-1,130,8,"(33.96102, -118.31083)"
13014-10000-05412,1 or 2 Family Dwelling,6/13/2014,"$175,000.00 ",2736.58,,2,R1-1,1749,14,"(34.06559, -118.1879)"
15014-10000-01877,1 or 2 Family Dwelling,8/27/2015,"$68,831.00 ",1552.6,0,0,R2-1VL,724.6,2,"(34.17345, -118.36907)"
13010-10000-04344,Apartment,6/17/2015,"$4,100,000.00 ",20790,12,4,R3-1-O,35546,4,"(34.0572, -118.35574)"
14014-20000-03112,1 or 2 Family Dwelling,7/18/2014,"$4,000.00 ",220,,0,RE11-1,220,3,"(34.17955, -118.66604)"
13014-30001-04426,1 or 2 Family Dwelling,3/26/2015,"$25,000.00 ",8173,,2,RE15-1-H,289,4,"(34.10151, -118.38827)"
16014-20000-01399,1 or 2 Family Dwelling,4/5/2016,"$25,000.00 ",447,,2,R1-1,447,4,"(34.15615, -118.45864)"
15014-40000-03736,1 or 2 Family Dwelling,12/2/2015,"$7,000.00 ",0,0,1,C2-1-O,493.5,10,"(34.0432, -118.32383)"
15014-20000-04444,1 or 2 Family Dwelling,11/19/2015,"$130,000.00 ",360,,0,R1-1,360,5,"(34.07702, -118.366)"
14014-20000-05298,1 or 2 Family Dwelling,12/22/2014,"$36,600.00 ",1622,0,1,R1-1,346,3,"(34.20798, -118.54845)"
12010-10000-02541,1 or 2 Family Dwelling,4/12/2016,"$300,000.00 ",2772,1,2,R1-1,3171,1,"(34.10303, -118.22858)"
15014-20000-01480,1 or 2 Family Dwelling,5/12/2015,"$25,000.00 ",1950,0,1,R1-1-RFA,289,7,"(34.2589, -118.30366)"
13014-30000-05205,1 or 2 Family Dwelling,2/18/2014,"$30,000.00 ",5280.6,,2,RE20-1,122,11,"(34.05724, -118.49153)"
13014-20000-05357,1 or 2 Family Dwelling,3/4/2015,"$400,000.00 ",6505,0,2,RE11-1,2137,11,"(34.05325, -118.49141)"
14014-20000-02788,1 or 2 Family Dwelling,8/8/2014,"$37,000.00 ",319,,1,R1-1,405,11,"(33.96305, -118.39388)"
13014-20000-01474,1 or 2 Family Dwelling,3/28/2014,"$131,000.00 ",1580,,0,R1-1,1580,3,"(34.1651, -118.52963)"
14010-20000-03340,Commercial,8/31/2015,"$350,000.00 ",2220,,1,[T][Q]CM-1,2440,6,"(34.23034, -118.37005)"
12010-10000-02927,1 or 2 Family Dwelling,2/28/2013,"$11,000.00 ",100,,1,(T)R1-1,100,2,"(34.21503, -118.41244)"
15014-10000-01814,1 or 2 Family Dwelling,1/8/2016,"$30,000.00 ",3919,,2,RE11-1,423,4,"(34.05635, -118.32868)"
15014-30000-00093,1 or 2 Family Dwelling,10/26/2015,"$12,000.00 ",150,0,2,RE11-1,150,12,"(34.21448, -118.65158)"
14016-20000-13338,1 or 2 Family Dwelling,8/5/2014,"$30,000.00 ",57,0,0,R1-1VL,57,4,"(34.09663, -118.27374)"
14014-70000-00366,1 or 2 Family Dwelling,4/2/2014,"$70,000.00 ",634,,1,R1-1,634,10,"(34.0114, -118.32047)"
16014-20000-00245,1 or 2 Family Dwelling,2/3/2016,"$38,000.00 ",370,,0,R1-1,370,2,"(34.18427, -118.36366)"
14010-20000-00335,Apartment,2/18/2015,"$5,150,000.00 ",32969,16,4,R3-1,46593,2,"(34.14631, -118.39377)"
13014-10000-01311,1 or 2 Family Dwelling,5/8/2013,"$300,000.00 ",2052,,0,R1-1,76,11,"(33.96252, -118.42664)"
13014-20000-01217,Apartment,10/16/2013,"$100,000.00 ",620,2,1,[Q]R3-1,620,9,"(34.00471, -118.28805)"
15014-20000-02936,1 or 2 Family Dwelling,10/6/2015,"$92,000.00 ",837,0,1,R1-1,837,7,"(34.24938, -118.41577)"
13014-10000-02980,1 or 2 Family Dwelling,9/23/2013,"$70,000.00 ",1690,,0,R1-1,339,13,"(34.11436, -118.26321)"
12014-30000-04206,1 or 2 Family Dwelling,9/19/2014,"$80,000.00 ",1027,,0,RE15-1-H,1027,5,"(34.09776, -118.45574)"
14014-20000-01395,1 or 2 Family Dwelling,4/14/2014,"$25,000.00 ",228,0,1,R1-1,228,5,"(34.15976, -118.52491)"
15010-10000-03727,Apartment,4/11/2016,"$14,000,000.00 ",64407,50,4,C2-1VL,110487,6,"(34.21336, -118.38806)"
14010-30000-01430,Apartment,4/21/2015,"$2,181,396.00 ",12565.73,8,4,R3-1,19964.86,5,"(34.04888, -118.43182)"
15014-20000-01341,1 or 2 Family Dwelling,4/3/2015,"$30,200.00 ",470.23,0,0,R1-1,457.4,6,"(34.21952, -118.45736)"
15014-20000-02933,1 or 2 Family Dwelling,9/3/2015,"$100,000.00 ",2448,,2,RS-1,1010,3,"(34.16905, -118.58295)"
16014-20000-01128,1 or 2 Family Dwelling,3/16/2016,"$41,000.00 ",403,,0,R1-1-RIO,403,6,"(34.1905, -118.49711)"
15010-10000-01619,Apartment,4/5/2016,"$6,856,245.00 ",47745,29,4,[Q]RD1.5-1,70571,2,"(34.19983, -118.40929)"
13014-20000-03242,1 or 2 Family Dwelling,8/14/2013,"$27,000.00 ",264,0,1,R1-1,264,3,"(34.20451, -118.60963)"
13014-10000-03841,1 or 2 Family Dwelling,10/10/2013,"$15,000.00 ",0,,0,R1-1-O,169,5,"(34.05747, -118.43122)"
14010-20000-03869,1 or 2 Family Dwelling,12/12/2014,"$51,500.00 ",464,,1,R1-1,464,6,"(34.19539, -118.46136)"
15014-20000-04254,1 or 2 Family Dwelling,4/26/2016,"$29,000.00 ",733.5,,1,RE40-1-H,733.5,4,"(34.11705, -118.40087)"
15014-40000-05955,1 or 2 Family Dwelling,4/26/2016,"$265,000.00 ",1563,0,2,R1-1XL,1968,15,"(33.7353, -118.3132)"
16010-10000-00886,1 or 2 Family Dwelling,4/18/2016,"$5,000.00 ",218,0,2,(Q)RA-1-H,218,12,"(34.27042, -118.5633)"
15010-30002-01086,1 or 2 Family Dwelling,4/22/2016,"$6,500.00 ",4733,0,0,R1-1-O,77,5,"(34.05088, -118.42526)"
15014-10001-04216,1 or 2 Family Dwelling,4/26/2016,"$20,000.00 ",5392,,2,R1-1,102,4,"(34.1118, -118.32861)"
15010-10000-01520,1 or 2 Family Dwelling,4/22/2016,"$227,500.00 ",1667,1,4,R3-1,2251,13,
